Stock,Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Operating Income As Reported,Otherunder Preferred Stock Dividend,Net Income From Tax Loss Carryforward,Gain On Sale Of Ppe,Earnings From Equity Interest,Other Operating Expenses,Other Taxes,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Salaries And Wages,Gain On Sale Of Business,Provision For Doubtful Accounts,Net Income Discontinuous Operations,Rent Expense Supplemental,Other Special Charges,Restructuring And Mergern Acquisition,Other Non Interest Expense,Average Dilution Earnings,Amortization,Amortization Of Intangibles Income Statement,Rent And Landing Fees,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Depreciation Income Statement,Insurance And Claims,Occupancy And Equipment,Preferred Stock Dividends,Research And Development,Professional Expense And Contract Services Expense,Net Income Extraordinary,Earnings From Equity Interest Net Of Tax
J,2020-12-31,-3299950.723341,0.035142,230547973.0,-93902510.0,-93902510.0,56437122.0,16322773.0,185712030.0,136645463.0,120322690.0,-59950000.0,61830000.0,1880000.0,147039681.276659,56437122.0,300125718.0,821153394.0,821153394.0,0.068636,0.068636,56437122.0,56437122.0,56437122.0,,56437122.0,56437122.0,2055568.0,58492690.0,-93902510.0,,3378777.0,-3378777.0,-3378777.0,-97281287.0,-59950000.0,61830000.0,1880000.0,212345644.0,114413688.0,123704365.0,63704180.0,60000185.0,60000185.0,326759332.0,185712030.0,512471362.0,512471362.0,118443134.0,,,,0.0,-9290677.0,,,,,,0.0,,,195903000.0,,,,,,,,,,,,,,,,,,,
J,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,9346468.0,,,,,,,27483311.0,-181223.0,-181223.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,27302088.0,,,,,,,,,,,,,,,,,,,,,,
JAS,2023-12-31,1815089300.653558,0.070367,5363393977.0,25794509063.0,25794509063.0,20673579136.0,8562959169.0,3418171092.0,31157903040.0,22594943871.0,-342556758.0,364456540.0,21899782.0,-3305840626.346442,19837375834.0,5538303359.0,8593000000.0,8593000000.0,2.31,2.31,19837375834.0,19837375834.0,19837375834.0,7390610.0,19829985224.0,20666188526.0,1564298805.0,22230487331.0,25890757370.0,96212468.0,25747938542.0,682764400.0,,46570521.0,-342556758.0,364456540.0,21899782.0,-3317713281.0,2120132267.0,1162135111.0,96887552.0,1065247559.0,1065247559.0,-1197581014.0,3418171092.0,2220590078.0,2220590078.0,22573008250.0,,,,35839.0,955110476.0,,,,,,26430702942.0,2886680.0,-836203302.0,25000000.0,,,,,,,,,,,,,,,,,,,
JAS,2022-12-31,9009264.0,0.2,8884182061.0,45046320.0,45046320.0,-2085253241.0,10643786065.0,3098089567.0,8929228381.0,-1714557684.0,-361941987.0,365776164.0,3834177.0,-2121290297.0,-2028587042.0,3509814573.0,8593000000.0,8593000000.0,-0.24,-0.24,-2028587042.0,-2028587042.0,-2028587042.0,34563099.0,-2063150141.0,-2119816340.0,39482492.0,-2080333848.0,117933797.0,70017394.0,0.0,0.0,,45046320.0,-361941987.0,365776164.0,3834177.0,-1836325658.0,411725006.0,424834104.0,56138929.0,368695175.0,368695175.0,-1424600652.0,3098089567.0,1673488915.0,1673488915.0,-1721261944.0,,,,2870083.0,-500318994.0,,,,,,0.0,-13109098.0,56666199.0,19000000.0,,,,,,,,,,,,,,,,,,,
JAS,2021-12-31,-45872899.0,0.2,14004623777.0,-229364495.0,-229364495.0,-1500704353.0,10967359089.0,13483182890.0,13775259282.0,2807900193.0,-3926776666.0,3928570954.0,1794288.0,-1317212757.0,-1500704353.0,18000120765.0,8593000000.0,8593000000.0,-0.17,-0.17,-1500704353.0,-1500704353.0,-1500704353.0,-117007048.0,-1383697305.0,-1383697305.0,263026544.0,-1120670761.0,1505065618.0,608512108.0,0.0,,,-229364495.0,-3926776666.0,3928570954.0,1794288.0,1301040287.0,4516937875.0,4691574841.0,1081592517.0,3609982324.0,3609982324.0,5817978162.0,13483182890.0,19301161052.0,19301161052.0,1680187900.0,,,,1125918005.0,-461491659.0,,,,,,,286854693.0,,,,,,,,,,,,,,,,,,,,,
JAS,2020-12-31,-18623466.8,0.2,11921283555.0,-93117334.0,-93117334.0,-3134017061.0,10638730453.0,13461539879.0,11828166221.0,1189435768.0,-4124015574.0,4156214167.0,32198593.0,-3059523193.8,-3134017061.0,18645026837.0,8543000000.0,8423000000.0,-0.37,-0.37,-3134017061.0,-3134017061.0,-3134017061.0,-11823175.0,-3122193886.0,-3122193886.0,155415487.0,-2966778399.0,1006940967.0,,-10012222.0,,,-83105112.0,-4124015574.0,4156214167.0,32198593.0,150296208.0,5183486958.0,5318314079.0,1300774895.0,4017539184.0,4017539184.0,5333783166.0,13461539879.0,18795323045.0,18795323045.0,57178874.0,,,,1100058301.0,-434618643.0,,,,,,,299791522.0,,,10012222.0,,,,,,,,,,,,,,,,,,
JAS,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394429340.0,,,,,,,,,,,,,,,,,,,,,13974505126.0,,,,,,,,1731722520.0,,,6026000000.0,830647933.0,,,,,,,,,,,,,,,,,,
JCK,2023-12-31,0.0,0.07367,1196362678.0,,,581394349.0,123289695.0,1366965004.0,1196362678.0,1073072983.0,-444633349.0,444633349.0,,581394349.0,581394349.0,1768700406.0,3474010000.0,3474010000.0,0.17,0.17,581394349.0,581394349.0,581394349.0,-748247.0,582142596.0,582142596.0,46297038.0,628439634.0,45825152.0,,,,,,-444633349.0,444633349.0,,1027247831.0,401735402.0,446137831.0,198303615.0,247834216.0,247834216.0,1428983233.0,1366965004.0,2795948237.0,2795948237.0,1027247831.0,,,,45825152.0,-44402429.0,,,,,,,,,167152040.0,,,,,,,,,,,,,,,,,,,
JCK,2022-12-31,0.0,0.2,272477226.0,10256082.0,10256082.0,-269950604.0,131224183.0,358450600.0,272477226.0,141253043.0,-412465480.0,412465480.0,408217.0,-269950604.0,-269950604.0,548364090.0,2879354000.0,2879354000.0,-0.09,-0.09,-269950604.0,-269950604.0,-269950604.0,2054625.0,-272005229.0,-272005229.0,792792.0,-271212437.0,78547443.0,16186131.0,,,,10256082.0,-412465480.0,412465480.0,408217.0,62705600.0,189913490.0,216763920.0,26871762.0,189892158.0,189892158.0,252619090.0,358450600.0,611069690.0,611069690.0,62705600.0,,,,78547443.0,-26850430.0,,,,,,,,,185564329.0,,,,,,,,,,,,,,,,,,,
JCK,2021-12-31,3678996.4,0.2,337607440.0,18394982.0,18394982.0,-224514330.0,119783701.0,328656943.0,356002422.0,236218721.0,-398206095.0,401724916.0,3518821.0,-239230315.6,-224514330.0,574425870.0,2173250000.0,2173250000.0,-0.1033,-0.1033,-224514330.0,-224514330.0,-224514330.0,-11995500.0,-212518830.0,-212518830.0,47012635.0,-165506195.0,299076643.0,42666936.0,,,,18394982.0,-398206095.0,401724916.0,3518821.0,-66376743.0,245768927.0,245768927.0,51940308.0,193828619.0,193828619.0,179392184.0,328656943.0,508049127.0,508049127.0,-5314825.0,,,,238014725.0,,,,,,,,,,151705017.0,,,,,,,,,,,,,,,,,,,
JCK,2020-12-31,550192.3366,0.053432,188424264.0,10297117.0,10297117.0,-309454764.0,118996206.0,253334244.0,198721381.0,79725175.0,-380497114.0,386043388.0,5546274.0,-319201688.6634,-309454764.0,479078596.0,2147034000.0,2147034000.0,-0.1441,-0.1441,-309454764.0,-309454764.0,-309454764.0,-19503650.0,-289951114.0,-289951114.0,-16367099.0,-306318213.0,165864332.0,12094363.0,0.0,0.0,,10297117.0,-380497114.0,386043388.0,5546274.0,-91685431.0,225744352.0,225744352.0,27317579.0,198426773.0,198426773.0,134058921.0,253334244.0,387393165.0,387393165.0,-69293951.0,,,,143472852.0,,,,,,,0.0,,0.0,153409938.0,,,,,,,,,,,,,,,,,,,
JCK,2019-12-31,,,,9973941.0,9973941.0,,,,,,,,7309120.0,,,,,,,,,,,,,,,,,11556487.0,-8093528.0,0.0,,18067469.0,,,7309120.0,,,,,,,,,,,,,,,,,,,,,,-8093528.0,,16947434.0,,,,,,,,,,,,,,,,,,,,
JCT,2023-12-31,469630.35,0.1827,133868954.0,2570500.0,2570500.0,95128702.0,19433824.0,519833786.0,136439454.0,117005630.0,-613725.0,613725.0,,93027832.35,95128702.0,780896677.0,13500000.0,13500000.0,7.05,7.05,95128702.0,95128702.0,95128702.0,,95128702.0,95128702.0,21263203.0,116391905.0,12152013.0,9581513.0,,,,2570500.0,-613725.0,613725.0,,104853617.0,261062891.0,268258398.0,176681431.0,91576967.0,91576967.0,365916508.0,519833786.0,885750294.0,885750294.0,117005630.0,,,,,-7195507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCT,2022-12-31,251257.5,0.195,129335819.0,1288500.0,1288500.0,88420686.0,20412864.0,409187387.0,130624319.0,110211455.0,-375554.0,375554.0,,87383443.5,88420686.0,648957285.0,13500000.0,13500000.0,6.55,6.55,88420686.0,88420686.0,88420686.0,,88420686.0,88420686.0,21415215.0,109835901.0,10413750.0,9125250.0,,,,1288500.0,-375554.0,375554.0,,99797705.0,239769898.0,242304116.0,153921788.0,88382328.0,88382328.0,339567603.0,409187387.0,748754990.0,748754990.0,110211455.0,,,,,-2534218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCT,2021-12-31,984264.942,0.1767,96664394.0,5570260.0,5570260.0,65502916.0,22338671.0,408437494.0,102234654.0,79895983.0,-334678.0,334678.0,,60916920.942,65502916.0,632790031.0,13500000.0,13500000.0,4.85,4.85,65502916.0,65502916.0,65502916.0,,65502916.0,65502916.0,14058389.0,79561305.0,13902010.0,8331750.0,,,,5570260.0,-334678.0,334678.0,,65993973.0,224352537.0,230292775.0,134349759.0,95943016.0,95943016.0,290346510.0,408437494.0,698784004.0,698784004.0,79895983.0,,,,,-5940238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCT,2020-12-31,1229534.1426,0.1734,99797335.0,7090739.0,7090739.0,67317711.0,25104693.0,485078513.0,106888074.0,81783381.0,-342905.0,342905.0,,61456506.1426,67317711.0,724194888.0,13500000.0,13500000.0,4.99,4.99,67317711.0,67317711.0,67317711.0,,67317711.0,67317711.0,14122765.0,81440476.0,14628989.0,7538250.0,,,,7090739.0,-342905.0,342905.0,,67154392.0,239116375.0,242635119.0,142841623.0,99793496.0,99793496.0,306270767.0,485078513.0,791349280.0,791349280.0,81783381.0,,,,,-3518744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDF,2023-12-31,560200.0,0.2,94441745.0,2801000.0,2801000.0,42271178.0,51219386.0,453555719.0,97242745.0,46023359.0,-4453000.0,4447000.0,223000.0,40030378.0,42271178.0,590887050.0,600000000.0,600000000.0,0.07,0.07,42271178.0,42271178.0,42271178.0,,42271178.0,42271178.0,-694819.0,41576359.0,5570000.0,2769000.0,2317000.0,,,484000.0,-4453000.0,4447000.0,223000.0,40459951.0,137331331.0,137331331.0,66204536.0,71126795.0,71126795.0,177791282.0,453555719.0,631347001.0,631347001.0,46252557.0,,,2317000.0,,,,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
JDF,2022-12-31,108373.190017,0.054734,69381364.0,1980000.0,1980000.0,11881674.0,49392703.0,419554603.0,71361364.0,21968661.0,-10925000.0,9399000.0,111000.0,10010047.190017,11881674.0,555920602.0,563014000.0,563014000.0,0.02,0.02,11881674.0,11881674.0,11881674.0,,11881674.0,11881674.0,687987.0,12569661.0,6237000.0,4257000.0,1789000.0,,,191000.0,-10925000.0,9399000.0,111000.0,17257413.0,136365999.0,136279206.0,56441903.0,79837303.0,79837303.0,153623412.0,419554603.0,573178015.0,573178015.0,23605209.0,,,1789000.0,,86793.0,,1637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
JDF,2021-12-31,773952.0,0.116,108333545.0,6672000.0,6672000.0,45389111.0,50917231.0,406814212.0,115005545.0,64088314.0,-13485000.0,12760000.0,77000.0,39491063.0,45389111.0,520814228.0,450000000.0,450000000.0,0.100865,0.100865,45389111.0,45389111.0,45389111.0,,45389111.0,45389111.0,5939203.0,51328314.0,8704000.0,2032000.0,5126000.0,,,1546000.0,-13485000.0,12760000.0,77000.0,56109353.0,114000016.0,114000016.0,36512955.0,77487061.0,77487061.0,170109369.0,406814212.0,576923581.0,576923581.0,64890666.0,,,5126000.0,,,,802000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
JKN,2023-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144970427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKN,2022-12-31,48337454.414475,0.109583,1601716928.0,441102647.0,441102647.0,608427676.0,1061807272.0,1199555505.0,2042819575.0,981012303.0,-325385687.0,325924297.0,538610.0,215662483.414475,608427676.0,1647572586.0,858129000.0,659631000.0,0.75,0.92,644786000.0,608427676.0,608427676.0,25126332.0,583301344.0,583301344.0,71786662.0,655088006.0,436393635.0,,441102647.0,,0.0,,-325385687.0,325924297.0,538610.0,544080058.0,448017081.0,488273027.0,169329741.0,318943286.0,318943286.0,992097139.0,1199555505.0,2191652644.0,2191652644.0,985182705.0,,,,-4709012.0,-36808486.0,,,,,,,,,,,-441102647.0,,36358000.0,,,,,,,,,,,,,,,
JKN,2021-12-31,0.0,0.259013,1313847946.0,0.0,0.0,179345669.0,860751521.0,959825492.0,1313847946.0,453096425.0,-217955679.0,218841007.0,885328.0,179345669.0,179345669.0,1273439002.0,824733000.0,637872900.0,0.257143,0.285714,215623000.0,179345669.0,179345669.0,5765390.0,173580279.0,173580279.0,60675139.0,234255418.0,-6201531.0,,0.0,,,,-217955679.0,218841007.0,885328.0,458412628.0,313613510.0,386667630.0,177593556.0,209074074.0,209074074.0,772026138.0,959825492.0,1731851630.0,1731851630.0,458412628.0,,,,-6201531.0,-73054120.0,,,,,,,,,,,0.0,,36277000.0,,,,,,,,,,,,,,,
JKN,2020-12-31,0.0,0.21955,1437815943.0,20133825.0,20133825.0,312473914.0,878113254.0,912082740.0,1437815943.0,559702689.0,-158056190.0,159326067.0,1269877.0,312473914.0,312473914.0,1096945399.0,820407000.0,637872900.0,0.419048,0.485714,346482000.0,312473914.0,312473914.0,,312473914.0,312473914.0,87902708.0,400376622.0,20133825.0,,,,,20133825.0,-158056190.0,159326067.0,1269877.0,558432812.0,184862659.0,231220755.0,41459877.0,189760878.0,189760878.0,743295471.0,912082740.0,1655378211.0,1655378211.0,558432812.0,,,,0.0,-46358096.0,,,,,,,,,,,,,34008000.0,,,,,,,,,,,,,,,
JKN,2019-12-31,-7169618.353674,0.205523,1393148567.0,-34884803.0,-34884803.0,252813652.0,945332200.0,999080390.0,1358263764.0,412931564.0,-94289034.0,94717756.0,428722.0,280528836.646326,252813652.0,1247470604.0,717607012.0,717607012.0,0.355555,0.355555,252813652.0,252813652.0,252813652.0,,252813652.0,252813652.0,65400156.0,318213808.0,-34884803.0,15892784.0,,,,-34884803.0,-94289034.0,94717756.0,428722.0,447387645.0,248390214.0,263854276.0,47559280.0,216294996.0,216294996.0,695777859.0,999080390.0,1694858249.0,1694858249.0,412502842.0,,,,,-15464062.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
JMART,2023-12-31,-216532311.085868,0.391645,3383493187.0,-552879433.0,-552879433.0,-447010577.0,776665210.0,9137994368.0,2830613754.0,2053948544.0,-823994445.0,1069063653.0,245069208.0,-110663455.085868,-447010577.0,11271600232.0,1453310000.0,1453310000.0,-0.308,-0.308,-447010577.0,-447010577.0,-447010577.0,-1046170500.0,599159923.0,599159923.0,385724968.0,984884891.0,-663014367.0,,780026.0,-780026.0,,-553659459.0,-823994445.0,1069063653.0,245069208.0,2471893703.0,2133605864.0,2730694512.0,1158855347.0,1571839165.0,1571839165.0,4605499567.0,9137994368.0,13743493935.0,13743493935.0,1919014270.0,,,,-110134934.0,-597088648.0,,,,,,,,,112023698.0,,,,,,,,,,,,,,,,,,,
JMART,2022-12-31,78608645.016128,0.133499,3809153350.0,588832718.0,588832718.0,1794961092.0,673749313.0,9609149510.0,4397986068.0,3724236755.0,-691090549.0,706473545.0,15382996.0,1284737019.016128,1794961092.0,11144139678.0,1466947000.0,1417393000.0,1.224,1.266,1794961092.0,1794961092.0,1794961092.0,-819933409.0,2614894501.0,2614894501.0,402868709.0,3017763210.0,932961345.0,,2751775.0,-2751775.0,,586080943.0,-691090549.0,706473545.0,15382996.0,2775892414.0,1534990168.0,2273321512.0,1108529417.0,1164792095.0,1164792095.0,4310882582.0,9609149510.0,13920032092.0,13920032092.0,3364725132.0,,,,344128627.0,-738331344.0,,,,,,0.0,,,84013421.0,,,,,,,,,,,,,,,,,,,
JMART,2021-12-31,11460919.353035,0.088323,4578187113.0,129761646.0,129761646.0,2467594907.0,592247648.0,8106991823.0,4707948759.0,4115701111.0,-672724487.0,695726011.0,23001524.0,2349294180.353035,2467594907.0,9361381584.0,1105010000.0,1031725000.0,2.233,2.392,2467594907.0,2467594907.0,2467594907.0,-650318220.0,3117913127.0,3117913127.0,302061973.0,3419975100.0,1661249145.0,,62073322.0,3897289.0,,67688324.0,-672724487.0,695726011.0,23001524.0,2431450442.0,1254389761.0,1777976874.0,847685216.0,930291658.0,930291658.0,3685840203.0,8106991823.0,11792832026.0,11792832026.0,2561212088.0,,,,1531487499.0,-523587113.0,,,,,,65970611.0,,,133196142.0,,,,,,,,,,,,,,,,,,,
JMART,2020-12-31,-13657242.238725,0.133766,2770724589.0,-102097861.0,-102097861.0,797871159.0,539423547.0,7485767003.0,2668626728.0,2129203181.0,-616986460.0,635150531.0,18164071.0,886311777.761275,797871159.0,9124324993.0,934186000.0,910687000.0,0.854,0.876,797871159.0,797871159.0,797871159.0,-496327755.0,1294198914.0,1294198914.0,199853736.0,1494052650.0,31339615.0,,3378777.0,-3378777.0,-3378777.0,-105476638.0,-616986460.0,635150531.0,18164071.0,2079699495.0,1638557990.0,2130502166.0,735415885.0,1395086281.0,1395086281.0,3718257485.0,7485767003.0,11204024488.0,11204024488.0,1977601634.0,,,,133437476.0,-491944176.0,,,,,,0.0,,,90800238.0,,,,,,,,,,,,,,,,,,,
JMART,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167517009.0,,,-9888351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMT,2023-12-31,4539461.011269,0.149018,3030391162.0,30462474.0,30462474.0,2010656351.0,158062275.0,1566957987.0,3060853636.0,2902791361.0,-466057019.0,466057019.0,,1984733338.011269,2010656351.0,2751649860.0,1459682000.0,1459533000.0,1.38,1.38,2010656351.0,2010656351.0,2010656351.0,-62960388.0,2073616739.0,2073616739.0,363117603.0,2436734342.0,568335471.0,70956380.0,-291423.0,291423.0,,30753897.0,-466057019.0,466057019.0,,2334456106.0,1184691873.0,793227163.0,,793227163.0,793227163.0,3519147979.0,1566957987.0,5086105966.0,5086105966.0,2364918364.0,,,,537872997.0,-70956380.0,,,,,,,462421090.0,,7687000.0,,,,,,,,,,,,,,,,,,,
JMT,2022-12-31,1634766.576808,0.110406,2311862513.0,14806880.0,14806880.0,1745574599.0,153459086.0,1458964005.0,2326669393.0,2173210307.0,-282908712.0,282908712.0,,1732402485.576808,1745574599.0,2347779067.0,1445183000.0,1434584000.0,1.21,1.22,1745574599.0,1745574599.0,1745574599.0,63973410.0,1681601189.0,1681601189.0,208700406.0,1890301595.0,112667742.0,44965566.0,-296668.0,296668.0,,15103548.0,-282908712.0,282908712.0,,2060542626.0,888815062.0,789495514.0,,789495514.0,789495514.0,2949357688.0,1458964005.0,4408321693.0,4408321693.0,2075349445.0,,,,97860862.0,-44965566.0,,,,,,,144285114.0,,12518000.0,,,,,,,,,,,,,,,,,,,
JMT,2021-12-31,1866705.444866,0.148721,2077340297.0,12551735.0,12551735.0,1400373769.0,124675877.0,1033952881.0,2089892032.0,1965216155.0,-344959119.0,344959119.0,,1389688739.444866,1400373769.0,1672277930.0,1114275000.0,1082055000.0,1.26,1.29,1400373769.0,1400373769.0,1400373769.0,21082833.0,1379290936.0,1379290936.0,240966100.0,1620257036.0,12551735.0,24963755.0,6258858.0,-6258858.0,,6292877.0,-344959119.0,344959119.0,,1952664520.0,638325049.0,601082746.0,,601082746.0,601082746.0,2590989569.0,1033952881.0,3624942450.0,3624942450.0,1965216155.0,,,,0.0,-24963755.0,,,,,,,62206058.0,,6221000.0,,,,,,,,,,,,,,,,,,,
JMT,2020-12-31,-771157.760061,0.143508,1639030355.0,-5373621.0,-5373621.0,1047040708.0,110042617.0,1032945074.0,1633656734.0,1523614117.0,-313908090.0,313908090.0,,1051643171.239939,1047040708.0,1661008854.0,957223000.0,911574000.0,1.09,1.15,1047040708.0,1047040708.0,1047040708.0,10937209.0,1036103499.0,1036103499.0,173602528.0,1209706027.0,-5373621.0,16076732.0,-323297.0,323297.0,,-5050324.0,-313908090.0,313908090.0,,1528987738.0,628063780.0,441125818.0,,441125818.0,441125818.0,2157051518.0,1032945074.0,3189996592.0,3189996592.0,1523614117.0,,,,0.0,-16076732.0,,,,,,,203014694.0,,4394000.0,,,,,,,,,,,,,,,,,,,
JR,2023-12-31,0.0,0.189082,93095463.0,,,61780636.0,10356820.0,1792204532.0,93095463.0,82738643.0,-80757.0,6552619.0,6471862.0,61780636.0,61780636.0,1868542173.0,760000000.0,760000000.0,0.08,0.08,61780636.0,61780636.0,61780636.0,,61780636.0,61780636.0,14405388.0,76186024.0,,,,,,,-80757.0,6552619.0,6471862.0,76266781.0,76337641.0,93236423.0,25277205.0,67959218.0,67959218.0,152604422.0,1792204532.0,1944808954.0,1944808954.0,76266781.0,,,,,-16898782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR,2022-12-31,0.0,0.19998,196798631.0,,,149468916.0,8083014.0,1618292013.0,196798631.0,188715617.0,-444621.0,1884143.0,1439522.0,149468916.0,149468916.0,1698460962.0,760000000.0,760000000.0,0.2,0.2,149468916.0,149468916.0,149468916.0,,149468916.0,149468916.0,37362558.0,186831474.0,,,,,,,-444621.0,1884143.0,1439522.0,187276095.0,80168949.0,85607955.0,25509821.0,60098134.0,60098134.0,267445044.0,1618292013.0,1885737057.0,1885737057.0,187276095.0,,,,,-5439006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR,2021-12-31,0.0,0.2,277749106.0,,,217042079.0,6167319.0,1804960934.0,277749106.0,271581787.0,5512739.0,184587.0,5697326.0,217042079.0,217042079.0,1881187270.0,760000000.0,760000000.0,0.29,0.29,217042079.0,217042079.0,217042079.0,,217042079.0,217042079.0,54355121.0,271397200.0,,,,,,,5512739.0,184587.0,5697326.0,265884461.0,76226336.0,79527249.0,22637302.0,56889947.0,56889947.0,342110797.0,1804960934.0,2147071731.0,2147071731.0,265884461.0,,,,,-3300913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR,2020-12-31,0.0,0.2,115518972.0,,,88172467.0,4998487.0,1094776118.0,115518972.0,110520485.0,2700406.0,227988.0,2928394.0,88172467.0,88172467.0,1173519540.0,530492000.0,530492000.0,0.17,0.17,88172467.0,88172467.0,88172467.0,,88172467.0,88172467.0,22120030.0,110292497.0,700272.0,700272.0,,,,,2700406.0,227988.0,2928394.0,107592091.0,78743422.0,79443694.0,27752720.0,51690974.0,51690974.0,186335513.0,1094776118.0,1281111631.0,1281111631.0,107592091.0,,,,,-700272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984101.0,984101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JTS,2023-12-31,12491259.8,0.2,445478460.0,62456299.0,62456299.0,5713384.0,348271665.0,2051431215.0,507934759.0,159663094.0,-93693899.0,100055702.0,6361803.0,-44251655.2,5713384.0,2269220479.0,714173000.0,714173000.0,0.008,0.008,5713384.0,5713384.0,5713384.0,-372880.0,6086264.0,6086264.0,53521128.0,59607392.0,62456299.0,,57544382.0,,-57544382.0,4911917.0,-93693899.0,100055702.0,6361803.0,90844992.0,217789264.0,215486252.0,84858074.0,130628178.0,130628178.0,308634256.0,2051431215.0,2360065471.0,2360065471.0,153301291.0,,,,,-4619767.0,,,,,,,6922779.0,,,,,,,,,,,,,,,,,,,,,
JTS,2022-12-31,-6973795.380976,0.277879,309351489.0,-25096482.0,-25096482.0,-105654102.0,332158888.0,2150696159.0,284255007.0,-47903881.0,-92301059.0,97888725.0,5587666.0,-87531415.380976,-105654102.0,2293273180.0,704360680.0,704360680.0,-0.15,-0.15,-105654102.0,-105654102.0,-105654102.0,-374258.0,-105279844.0,-105279844.0,-40512762.0,-145792606.0,-25096482.0,,-55785452.0,,55785452.0,30688970.0,-92301059.0,97888725.0,5587666.0,-28395065.0,142577021.0,163664561.0,52893267.0,110771294.0,110771294.0,114181956.0,2150696159.0,2264878115.0,2264878115.0,-53491547.0,,,,,-8159795.0,,,,,,,-12927745.0,,0.0,,,,,,,,,,,,,,,,,,,
JTS,2021-12-31,4818913.770069,0.174764,583676837.0,27573858.0,27573858.0,221042319.0,271254809.0,1407210423.0,611250695.0,339995886.0,18114322.0,8127386.0,26241708.0,198287374.770069,221042319.0,1557708363.0,713039739.0,713039739.0,0.31,0.31,221042319.0,221042319.0,221042319.0,-52827562.0,273869881.0,273869881.0,57998619.0,331868500.0,27573858.0,,,,,27573858.0,18114322.0,8127386.0,26241708.0,286180320.0,150497940.0,156905168.0,44341937.0,112563231.0,112563231.0,436678260.0,1407210423.0,1843888683.0,1843888683.0,313754178.0,,,,,-6407228.0,,,,,,,,,5740000.0,,,,,,,,,,,,,,,,,,,
JTS,2020-12-31,-265137.529538,0.149114,442285515.0,-1778081.0,-1778081.0,44165518.0,268671859.0,1337163400.0,440507434.0,171835575.0,35912358.0,13776154.0,49688512.0,45678461.470462,44165518.0,1517413896.0,736091967.0,736091967.0,0.06,0.06,44165518.0,44165518.0,44165518.0,-90324963.0,134490481.0,134490481.0,23568940.0,158059421.0,-1778081.0,,,,,-1778081.0,35912358.0,13776154.0,49688512.0,123925144.0,180250496.0,185110258.0,33287379.0,151822879.0,151822879.0,304175640.0,1337163400.0,1641339040.0,1641339040.0,122147063.0,,,,,-4859762.0,,,,,,,,,5960000.0,,,,,,,,,,,,,,,,,,,
JTS,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5708798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999000.0,,,,,,,,,,,,,,,,,,,
