Stock,Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Operating Income As Reported,Otherunder Preferred Stock Dividend,Net Income From Tax Loss Carryforward,Gain On Sale Of Ppe,Earnings From Equity Interest,Other Operating Expenses,Other Taxes,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Salaries And Wages,Gain On Sale Of Business,Provision For Doubtful Accounts,Net Income Discontinuous Operations,Rent Expense Supplemental,Other Special Charges,Restructuring And Mergern Acquisition,Other Non Interest Expense,Average Dilution Earnings,Amortization,Amortization Of Intangibles Income Statement,Rent And Landing Fees,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Depreciation Income Statement,Insurance And Claims,Occupancy And Equipment,Preferred Stock Dividends,Research And Development,Professional Expense And Contract Services Expense,Net Income Extraordinary,Earnings From Equity Interest Net Of Tax
INTUCH,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191963.0,1622699764.0,-119312616.0,,,,,,,50581924.0,,,,,,,,,,,,702808759.0,,,,,,,,,,-60000000.0,,,,,,,,,,,,,,,,,,
IP,2023-12-31,0.0,0.276139,205384478.0,,,50788295.0,98254346.0,1121794309.0,205384478.0,107130132.0,-25758638.0,25758638.0,,50788295.0,50788295.0,1671829542.0,605345851.0,605345851.0,0.083692,0.083692,50788295.0,50788295.0,50788295.0,-8113392.0,58901687.0,58901687.0,22469807.0,81371494.0,-2274483.0,,,,,,-25758638.0,25758638.0,,109404615.0,550035233.0,567576404.0,376781362.0,190795042.0,190795042.0,659439848.0,1121794309.0,1781234157.0,1781234157.0,109404615.0,,,,-2274483.0,-17541171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,2022-12-31,0.0,0.132309,235776171.0,,,118881647.0,65743279.0,905420877.0,235776171.0,170032892.0,-23338115.0,23338115.0,,118881647.0,118881647.0,1352527102.0,532035156.0,532035156.0,0.223385,0.223385,118881647.0,118881647.0,118881647.0,-8404117.0,127285764.0,127285764.0,19409013.0,146694777.0,-768250.0,,,,,,-23338115.0,23338115.0,,170801142.0,447106225.0,458225268.0,279329354.0,178895914.0,178895914.0,617907367.0,905420877.0,1523328244.0,1523328244.0,170801142.0,,,,-768250.0,-11119043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,2021-12-31,0.0,0.197542,172298205.0,,,105215860.0,26605210.0,507848171.0,172298205.0,145692995.0,-8011598.0,8011598.0,,105215860.0,105215860.0,762860644.0,475141814.0,475141814.0,0.221538,0.221538,105215860.0,105215860.0,105215860.0,-5267747.0,110483607.0,110483607.0,27197790.0,137681397.0,-78626.0,,,,,,-8011598.0,8011598.0,,145771621.0,255012473.0,267364986.0,165200669.0,102164317.0,102164317.0,400784094.0,507848171.0,908632265.0,908632265.0,145771621.0,,,,-78626.0,-12352513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,2020-12-31,0.0,0.216676,82475659.0,,,52536764.0,5690839.0,182773094.0,82475659.0,76784820.0,-1138369.0,1138369.0,,52536764.0,52536764.0,365153519.0,470213389.0,470213389.0,0.112,0.112,52536764.0,52536764.0,52536764.0,-6718947.0,59255711.0,59255711.0,16390740.0,75646451.0,-162426.0,,,,,,-1138369.0,1138369.0,,76947246.0,182380425.0,187218582.0,127048406.0,60170176.0,60170176.0,259327671.0,182773094.0,442100765.0,442100765.0,76947246.0,,,,-162426.0,-4838157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4557381.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRC,2023-09-30,0.0,0.0607,512988286.0,,,159766178.0,342853904.0,4926639027.0,512988286.0,170134382.0,-39116.0,39116.0,,159766178.0,159766178.0,5284950794.0,192207700.0,192207700.0,0.83,0.83,159766178.0,159766178.0,159766178.0,-101.0,159766279.0,159766279.0,10328987.0,170095266.0,37879344.0,37879344.0,,,,,-39116.0,39116.0,,132255038.0,358311767.0,358311767.0,100051940.0,258259827.0,258259827.0,490566805.0,4926639027.0,5417205832.0,5417205832.0,,,,,,,,,,,,,,,2898614.0,,,,,,,,,,,,,,,,,,,
IRC,2022-09-30,1334706.514,0.1013,470088475.0,13175780.0,13175780.0,109940057.0,360887852.0,5442819540.0,483264255.0,122376403.0,-49709.0,49709.0,,98098983.514,109940057.0,5808175628.0,192207700.0,192207700.0,0.57,0.57,109940057.0,109940057.0,109940057.0,-20.0,109940077.0,109940077.0,12386617.0,122326694.0,47384260.0,34208480.0,,,,13175780.0,-49709.0,49709.0,,74992143.0,365356088.0,365356088.0,97771056.0,267585032.0,267585032.0,440348231.0,5442819540.0,5883167771.0,5883167771.0,,,,,,,,,,,,,,,2949252.0,,,,,,,,,,,,,,,,,,,
IRC,2021-09-30,4146316.6407,0.1923,760745955.0,21561709.0,21561709.0,340030324.0,361242444.0,4577495702.0,782307664.0,421065220.0,-60448.0,60448.0,,322614931.6407,340030324.0,4930774861.0,192207700.0,192207700.0,1.77,1.77,340030324.0,340030324.0,340030324.0,-256.0,340030580.0,340030580.0,80974192.0,421004772.0,54459275.0,32897566.0,,,,21561709.0,-60448.0,60448.0,,366605945.0,353279159.0,353279159.0,93352733.0,259926426.0,259926426.0,719885104.0,4577495702.0,5297380806.0,5297380806.0,,,,,,,,,,,,,,,1804532.0,,,,,,,,,,,,,,,,,,,
IRC,2020-09-30,3783876.6096,0.1712,593354256.0,22102083.0,22102083.0,219062878.0,351132180.0,3799049893.0,615456339.0,264324159.0,0.0,0.0,,200744671.6096,219062878.0,4148754482.0,195686863.0,195686863.0,1.12,1.12,219062878.0,219062878.0,219062878.0,28.0,219062850.0,219062850.0,45261309.0,264324159.0,48970067.0,26867984.0,,,,22102083.0,0.0,0.0,,215354092.0,349704589.0,349704589.0,101339263.0,248365326.0,248365326.0,565058681.0,3799049893.0,4364108574.0,4364108574.0,,,,,,,,,,,,,,,4808544.0,,,,,,,,,,,,,,,,,,,
IRPC,2023-12-31,157762357.813439,0.209512,6686063575.0,753000000.0,753000000.0,-2923167490.0,8666309961.0,307114270037.0,7439063575.0,-1227246386.0,-2021000000.0,2457000000.0,56000000.0,-3518405132.186561,-2923167490.0,322191071759.0,20410000000.0,20410000000.0,-0.14,-0.14,-2923167490.0,-2923167490.0,-2923167490.0,-10814061.0,-2912353429.0,-2912353429.0,-771892957.0,-3684246386.0,1481057120.0,474000000.0,-8000000.0,14000000.0,,761000000.0,-2021000000.0,2457000000.0,56000000.0,-3143989396.0,6692491761.0,6481491761.0,1425491761.0,5056000000.0,1691000000.0,3548502365.0,315498579998.0,319047082363.0,319047082363.0,-1861411380.0,,,6000000.0,254057120.0,-71000000.0,-71000000.0,-380000000.0,282000000.0,282000000.0,3252000000.0,,,,113000000.0,-6000000.0,,,,,,113000000.0,,,,,282000000.0,,,,,,,
IRPC,2022-12-31,-1485933294.532425,0.207533,11671973793.0,-7160000000.0,-7160000000.0,-4363617922.0,8058798626.0,307126306113.0,4511973793.0,-3546824833.0,-1835000000.0,1955000000.0,38000000.0,1310448783.467575,-4363617922.0,322047590694.0,20410000000.0,20410000000.0,-0.21,-0.21,-4363617922.0,-4363617922.0,-4363617922.0,-3601008.0,-4360016914.0,-4360016914.0,-1141807919.0,-5501824833.0,-6419378881.0,457000000.0,22000000.0,-2000000.0,,-7182000000.0,-1835000000.0,1955000000.0,38000000.0,2752437238.0,7155485955.0,6948485955.0,2002485955.0,4946000000.0,1573000000.0,9907923193.0,314892104739.0,324800027932.0,324800027932.0,-3912209445.0,,,20000000.0,283621119.0,-86000000.0,-86000000.0,-82000000.0,293000000.0,293000000.0,3257000000.0,,,,116000000.0,-20000000.0,,,,,,116000000.0,,,,,293000000.0,,,,,,,
IRPC,2021-12-31,-210699447.631444,0.139259,28731597632.0,-1513000000.0,-1513000000.0,14504624077.0,8586513253.0,220691346817.0,27218597632.0,18632084379.0,-1699000000.0,1748000000.0,44000000.0,15806924629.368555,14504624077.0,236701544106.0,20410000000.0,20410000000.0,0.71,0.71,14504624077.0,14504624077.0,14504624077.0,-28193116.0,14532817193.0,14532817193.0,2351267186.0,16884084379.0,168619961.0,969000000.0,-47000000.0,1000000.0,,-1466000000.0,-1699000000.0,1748000000.0,44000000.0,18413063425.0,7712684036.0,7487684036.0,2132684036.0,5355000000.0,1553000000.0,26125747461.0,228988860070.0,255114607531.0,255114607531.0,17914163371.0,,,-46000000.0,712619961.0,,-64000000.0,-5000000.0,289000000.0,289000000.0,3751000000.0,,,,51000000.0,,,,,,,51000000.0,,,,,289000000.0,,,,,,,
IRPC,2020-12-31,39228960.636703,0.202211,2977337223.0,194000000.0,194000000.0,-6151699849.0,8952100045.0,165816691225.0,3171337223.0,-5780762822.0,-1849000000.0,1903000000.0,53000000.0,-6306470888.363297,-6151699849.0,181497774384.0,20410000000.0,20410000000.0,-0.3,-0.3,-6151699849.0,-6151699849.0,-6151699849.0,-21679446.0,-6130020403.0,-6130020403.0,-1553742419.0,-7683762822.0,1200669007.0,674000000.0,-534000000.0,-1000000.0,456000000.0,728000000.0,-1849000000.0,1903000000.0,53000000.0,-7035222969.0,7006983114.0,6815983114.0,1397983114.0,5418000000.0,1645000000.0,-28239855.0,174490791270.0,174462551415.0,174462551415.0,-6114843882.0,,,-79000000.0,332669007.0,,-87000000.0,-1000000.0,278000000.0,278000000.0,3654000000.0,,,,119000000.0,,,,,,,119000000.0,,,,,278000000.0,,,,,,,
IRPC,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-251000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,
IT,2023-12-31,0.0,0.108154,593396157.0,,,47369866.0,474964000.0,6842839883.0,593396157.0,118432157.0,-64616933.0,65317755.0,700822.0,47369866.0,47369866.0,8108939067.0,366398859.0,366398859.0,0.129,0.129,47369866.0,47369866.0,47369866.0,0.0,47369866.0,47369866.0,5744536.0,53114402.0,46151142.0,15421000.0,,,,,-64616933.0,65317755.0,700822.0,71579933.0,1266099184.0,1271878458.0,985784206.0,286094252.0,286094252.0,1337679117.0,6842839883.0,8180519000.0,8180519000.0,87001193.0,,,,30730142.0,-5779274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2022-12-31,0.0,0.2,593469957.0,,,19215186.0,517454000.0,7315274424.0,593469957.0,76015957.0,-60346465.0,60505822.0,159357.0,19215186.0,19215186.0,8672138680.0,366398859.0,366398859.0,0.052,0.052,19215186.0,19215186.0,19215186.0,0.0,19215186.0,19215186.0,-3705051.0,15510135.0,54984928.0,15436000.0,,,,,-60346465.0,60505822.0,159357.0,20871320.0,1356864256.0,1368693550.0,1034313065.0,334380485.0,334380485.0,1377735576.0,7315274424.0,8693010000.0,8693010000.0,36307672.0,,,,39548928.0,-11829294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2021-12-31,0.0,0.190738,773863057.0,,,205249465.0,474677855.0,7290700824.0,773863057.0,299185202.0,-45369769.0,45559645.0,189876.0,205249465.0,205249465.0,8441198490.0,366398859.0,366398859.0,0.56,0.56,205249465.0,205249465.0,205249465.0,0.0,205249465.0,205249465.0,48376092.0,253625557.0,56848047.0,19330000.0,,,,,-45369769.0,45559645.0,189876.0,242147510.0,1150497666.0,1161703951.0,880894776.0,280809175.0,280809175.0,1392645176.0,7290700824.0,8683346000.0,8683346000.0,261477279.0,,,,37518047.0,-11206285.0,,,,,,,,,70248000.0,,,,,,,,,,,,,,,,,,,
IT,2020-12-31,0.0,0.241763,444555045.0,,,-41168533.0,448873258.0,5937389975.0,444555045.0,-4318213.0,-49481792.0,49976865.0,495073.0,-41168533.0,-41168533.0,7015568379.0,366398859.0,366398859.0,-0.11,-0.11,-41168533.0,-41168533.0,-41168533.0,0.0,-41168533.0,-41168533.0,-13126545.0,-54295078.0,50152438.0,26383000.0,,,,,-49481792.0,49976865.0,495073.0,-54965379.0,1078178404.0,1008116686.0,792583851.0,215532835.0,215532835.0,1023213025.0,5937389975.0,6960603000.0,6960603000.0,-28582724.0,,,,23769438.0,70061718.0,,,,,,,,,76777000.0,,,,,,,,,,,,,,,,,,,
IT,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289482000.0,,,,,,,,,,,,,,,,,,,
ITC,2023-12-31,-1698387.6,0.0546,2987096000.0,-31106000.0,-31106000.0,2281375000.0,538635000.0,12539356000.0,2955990000.0,2417355000.0,193656000.0,2796000.0,204671000.0,2310782612.4,2281375000.0,13324925000.0,3000000000.0,3000000000.0,0.76,0.76,2281375000.0,2281375000.0,2281375000.0,-1447000.0,2282822000.0,2282822000.0,131737000.0,2414559000.0,-31106000.0,,1491000.0,-1491000.0,,-32597000.0,193656000.0,2796000.0,204671000.0,2252009000.0,785569000.0,1183461000.0,454780000.0,728681000.0,728681000.0,3037578000.0,12539356000.0,15576934000.0,15576934000.0,,,,,,-165278000.0,-232614000.0,8219000.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,
ITC,2022-12-31,3536878.8,0.0196,4950081000.0,180453000.0,180453000.0,4430671000.0,570657000.0,17103965000.0,5130534000.0,4559877000.0,-78501000.0,59530000.0,7497000.0,4253754878.8,4470178000.0,18130074000.0,1772712000.0,1772712000.0,2.52,2.52,4470178000.0,4470178000.0,4470178000.0,446000.0,4469732000.0,4430225000.0,70122000.0,4500347000.0,180453000.0,240386000.0,-18733000.0,18733000.0,,199186000.0,-78501000.0,59530000.0,7497000.0,4398395000.0,1026109000.0,1266495000.0,547818000.0,718677000.0,718677000.0,5424504000.0,17103965000.0,22528469000.0,22528469000.0,,,,,,-151970000.0,-88416000.0,26468000.0,,,,0.0,,39507000.0,,,,,,,,,,,,,,,,,,,,
ITC,2021-12-31,26006000.0,0.2,803164000.0,130030000.0,130030000.0,716753000.0,235783000.0,6043089000.0,933194000.0,697411000.0,-24610000.0,23231000.0,65000.0,612729000.0,1598681000.0,6539110000.0,36000000.0,36000000.0,44.407806,44.407806,1598681000.0,1598681000.0,1598681000.0,22836000.0,1575845000.0,693917000.0,-19737000.0,674180000.0,130030000.0,84200000.0,-12139000.0,12139000.0,,142169000.0,-24610000.0,23231000.0,65000.0,568760000.0,496021000.0,580221000.0,210145000.0,370076000.0,370076000.0,1064781000.0,6043089000.0,7107870000.0,7107870000.0,698855000.0,,,,,-37416000.0,-46784000.0,1444000.0,,,,0.0,,881928000.0,,,,,,,,,,,,,,,,,,,,
ITC,2020-12-31,3663874.3,0.0971,1308664000.0,37733000.0,37733000.0,1013841000.0,231293000.0,5377856000.0,1346397000.0,1115104000.0,-26248000.0,25952000.0,28000.0,979771874.3,1779844000.0,5878944000.0,1058785000.0,1058785000.0,1.681025,1.681025,1779844000.0,1779844000.0,1779844000.0,-65129000.0,1844973000.0,1078970000.0,10182000.0,1089152000.0,37733000.0,75912000.0,22832000.0,-22832000.0,,14901000.0,-26248000.0,25952000.0,28000.0,1077667000.0,501088000.0,577000000.0,173101000.0,403899000.0,403899000.0,1578755000.0,5377856000.0,6956611000.0,6956611000.0,1115428000.0,,,,,-29794000.0,-46118000.0,324000.0,,,,0.0,,766003000.0,,,,,,,,,,,,,,,,,,,,
ITD,2023-12-31,409178000.0,0.2,5667293000.0,2045890000.0,2045890000.0,-1072367000.0,4913610000.0,59753436000.0,7713183000.0,2799573000.0,-2765758000.0,2536734000.0,224174000.0,-2709079000.0,-1072367000.0,62783450000.0,5279869000.0,5279869000.0,-0.2031,-0.2031,-1072367000.0,-1072367000.0,-1072367000.0,-650831000.0,-421536000.0,-421536000.0,684375000.0,262839000.0,2069848000.0,293466000.0,2263573000.0,116868000.0,,-217683000.0,-2765758000.0,2536734000.0,224174000.0,958749000.0,3030014000.0,3166770000.0,42499000.0,3124271000.0,3124271000.0,3988763000.0,59753436000.0,63742199000.0,63742199000.0,3522279000.0,,,2249392000.0,-269508000.0,-136756000.0,,453198000.0,,,,,,,,-131049000.0,,,,,,,,,,,,,,,,,,
ITD,2022-12-31,-2092000.0,0.2,4172741000.0,-10460000.0,-10460000.0,-4758851000.0,5695576000.0,64748556000.0,4162281000.0,-1533295000.0,-2359784000.0,2244360000.0,146457000.0,-4750483000.0,-4758851000.0,68048865000.0,5279869000.0,5279869000.0,-0.9013,-0.9013,-4758851000.0,-4758851000.0,-4758851000.0,-283272000.0,-4475579000.0,-4475579000.0,697924000.0,-3777655000.0,-816293000.0,321654000.0,-31827000.0,67589000.0,,21367000.0,-2359784000.0,2244360000.0,146457000.0,-601578000.0,3300309000.0,3413245000.0,37220000.0,3376025000.0,3376025000.0,2698731000.0,64748556000.0,67447287000.0,67447287000.0,-143927000.0,,,0.0,-1127487000.0,-112936000.0,,261881000.0,,,,,,,1647673000.0,-35762000.0,,,,,,,,,,,,,,,,,,
ITD,2021-12-31,74257800.0,0.2,7377268000.0,371289000.0,371289000.0,-155619000.0,4670947000.0,53727689000.0,7748557000.0,3077610000.0,-2439545000.0,2371618000.0,122496000.0,-452650200.0,-155619000.0,56438552000.0,5279869000.0,5279869000.0,-0.0295,-0.0295,-155619000.0,-155619000.0,-155619000.0,-249715000.0,94096000.0,94096000.0,611896000.0,705992000.0,841613000.0,394843000.0,-106272000.0,225500000.0,,477561000.0,-2439545000.0,2371618000.0,122496000.0,2303924000.0,2710863000.0,2964373000.0,30588000.0,2933785000.0,2933785000.0,5014787000.0,53727689000.0,58742476000.0,58742476000.0,3192552000.0,,,70700000.0,75481000.0,-253510000.0,,190423000.0,,,,,0.0,,1572514000.0,-48528000.0,,,,,,,,,,,,,,,,,,
ITD,2020-12-31,-15195600.0,0.2,5484029000.0,-75978000.0,-75978000.0,-1104448000.0,4106011000.0,49824379000.0,5408051000.0,1302040000.0,-2394786000.0,2037342000.0,137749000.0,-1043665600.0,-1104448000.0,52734609000.0,5279869000.0,5279869000.0,-0.2092,-0.2092,-1104448000.0,-1104448000.0,-1104448000.0,22838000.0,-1127286000.0,-1127286000.0,391984000.0,-735302000.0,425938000.0,484178000.0,-330127000.0,368160000.0,,254149000.0,-2394786000.0,2037342000.0,137749000.0,1233546000.0,2910230000.0,3084981000.0,59013000.0,3025968000.0,3025968000.0,4143776000.0,49824379000.0,53968155000.0,53968155000.0,1779495000.0,,,32546000.0,17738000.0,-174751000.0,,495193000.0,,,0.0,0.0,0.0,,1901359000.0,-5487000.0,,,,,,,,,,,,,,,,,,
ITD,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853775000.0,2838140000.0,93711000.0,,2214010000.0,,,,,,,,,,,,,,,,,,,
ITEL,2023-12-31,0.0,0.200394,932028842.0,,,272107876.0,377429949.0,2048973804.0,932028842.0,554598893.0,-181658927.0,181658927.0,,272107876.0,272107876.0,2201626523.0,1403863000.0,1381683000.0,0.19,0.2,272107876.0,272107876.0,272107876.0,-26097207.0,298205083.0,298205083.0,74734883.0,372939966.0,42649255.0,46362466.0,,,,,-181658927.0,181658927.0,,511949638.0,152652719.0,152652719.0,,152652719.0,152652719.0,664602357.0,2048973804.0,2713576161.0,2713576161.0,,,,,-3713211.0,,,,,,,,,,104858000.0,,,,,,,,,,,,,,,,,,,
ITEL,2022-12-31,0.0,0.190142,853711612.0,,,251668967.0,341359748.0,2801611565.0,853711612.0,512351864.0,-168721172.0,168721172.0,,251668967.0,251668967.0,2920684787.0,1387967000.0,1299556000.0,0.18,0.19,251668967.0,251668967.0,251668967.0,-26623103.0,278292070.0,278292070.0,65338622.0,343630692.0,40445357.0,45184368.0,,,,,-168721172.0,168721172.0,,471906507.0,119073222.0,119073222.0,,119073222.0,119073222.0,590979729.0,2801611565.0,3392591294.0,3392591294.0,,,,,-4739011.0,,,,,,,,,,88413000.0,,,,,,,,,,,,,,,,,,,
ITEL,2021-12-31,0.0,0.209356,784388856.0,,,250790856.0,320856651.0,1968743765.0,784388856.0,463532205.0,-146333947.0,146333947.0,,250790856.0,250790856.0,2039787856.0,1132178417.0,1080578828.0,0.22,0.23,250790856.0,250790856.0,250790856.0,0.0,250790856.0,250790856.0,66407402.0,317198258.0,37435125.0,43295312.0,,,,,-146333947.0,146333947.0,,426097080.0,71044091.0,71044091.0,,71044091.0,71044091.0,497141171.0,1968743765.0,2465884936.0,2465884936.0,,,,,-5860187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITEL,2020-12-31,3875879.602449,0.207519,666744071.0,18677268.0,18677268.0,183732378.0,299343737.0,1607087919.0,685421339.0,386077602.0,-154233212.0,154233212.0,,168930989.602449,183732378.0,1665494130.0,1000000000.0,1000000000.0,0.18,0.18,183732378.0,183732378.0,183732378.0,,183732378.0,183732378.0,48112012.0,231844390.0,31041211.0,19682886.0,18677268.0,,,,-154233212.0,154233212.0,,355036391.0,58406211.0,58406211.0,,58406211.0,58406211.0,413442602.0,1607087919.0,2020530521.0,2020530521.0,,,,,-7318943.0,,,,,,,,,,73316486.0,-18677268.0,,,,,,,,,,,,,,,,,,
ITEL,2019-12-31,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128133089.0,,,,,,,,,,,,,,,,,,,
IVL,2023-12-31,-1764802783.8,0.1974,38407589000.0,-8940237000.0,-8940237000.0,-10797942000.0,27697295000.0,476039290000.0,29467352000.0,1770057000.0,-14184590000.0,15367212000.0,1182622000.0,-3622507783.8,-10797942000.0,533877894000.0,5614552000.0,5614552000.0,-2.06,-2.06,-11547942000.0,-11547942000.0,-10797942000.0,115402000.0,-10913344000.0,-10913344000.0,-2683811000.0,-13597155000.0,-6992719000.0,1939235000.0,-8473702000.0,0.0,10726951000.0,-466535000.0,-14184590000.0,15367212000.0,1182622000.0,7580154000.0,57838604000.0,58743395000.0,28439017000.0,30304378000.0,29729961000.0,65418758000.0,476039290000.0,541458048000.0,541458048000.0,572993000.0,750000000.0,,,8283000.0,-898632000.0,,,,,574417000.0,,-6159000.0,,,-2253249000.0,,,,,,,,,,,,,,,,,,
IVL,2022-12-31,-496127232.0,0.144,79765818000.0,-3445328000.0,-3445328000.0,31006084000.0,25721404000.0,544321267000.0,76320490000.0,50599086000.0,-9548432000.0,10495196000.0,946764000.0,33955284768.0,31006084000.0,605137803000.0,5614552000.0,5614552000.0,5.39,5.39,30256084000.0,30256084000.0,31006084000.0,-3324113000.0,34330197000.0,34330197000.0,5773693000.0,40103890000.0,-1476323000.0,1991766000.0,-4421454000.0,0.0,8645118000.0,976126000.0,-9548432000.0,10495196000.0,946764000.0,51128645000.0,60816536000.0,62894865000.0,36701735000.0,26193130000.0,25714269000.0,111945181000.0,544321267000.0,656266448000.0,656266448000.0,49716677000.0,750000000.0,,,-22761000.0,-2119923000.0,,,2468514000.0,2468514000.0,478861000.0,,41594000.0,,,-4223664000.0,,,,,,,,,,,,625385000.0,,,,,,
IVL,2021-12-31,108037135.8,0.1917,63250773000.0,563574000.0,563574000.0,26288027000.0,21736689000.0,363505583000.0,63814347000.0,42077658000.0,-6904918000.0,7120662000.0,215744000.0,25832490135.8,26288027000.0,429634807000.0,5614552000.0,5614552000.0,4.55,4.55,26288027000.0,26288027000.0,26288027000.0,-1965715000.0,28253742000.0,28253742000.0,6703254000.0,34956996000.0,3388403000.0,2664594000.0,860757000.0,0.0,290031000.0,-297183000.0,-6904918000.0,7120662000.0,215744000.0,38473511000.0,46744962000.0,44990862000.0,26723965000.0,18266897000.0,10289723000.0,85218473000.0,382889845000.0,468108318000.0,468108318000.0,41798751000.0,750000000.0,,,160235000.0,-695399000.0,,,2352427000.0,2352427000.0,6851542000.0,,97072000.0,,,-1150788000.0,,,,,,,,,,,,1125632000.0,,,,,,
IVL,2020-12-31,448733800.0,0.2,27474328000.0,2243669000.0,2243669000.0,2414276000.0,20487196000.0,269678755000.0,29717997000.0,9230801000.0,-7481822000.0,7673861000.0,192039000.0,619340800.0,2414276000.0,326949282000.0,5614552000.0,5614552000.0,0.3,0.3,1665407000.0,1665407000.0,2414276000.0,-385786000.0,2800062000.0,2800062000.0,-1243122000.0,1556940000.0,4475137000.0,2088656000.0,2124228000.0,54126000.0,624946000.0,119441000.0,-7481822000.0,7673861000.0,192039000.0,4563625000.0,39067409000.0,36729205000.0,20134225000.0,16594980000.0,9968576000.0,43631034000.0,287881873000.0,331512907000.0,331512907000.0,9575022000.0,748869000.0,,,142812000.0,,,,2284078000.0,2284078000.0,5598947000.0,,54126000.0,,,-942824000.0,-1806350000.0,,,,,,,,,,,1027457000.0,,,,,,
IVL,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241430000.0,2241430000.0,,,,,,,-805506000.0,,,,,,,,,,,734842000.0,,,,,,
J,2023-12-31,62987850.761977,0.267525,137703694.0,235446400.0,235446400.0,192597733.0,16729981.0,214222485.0,373150094.0,356420113.0,-92233000.0,93479000.0,1246000.0,20139183.761977,192597733.0,413258782.0,1143329934.0,1143329934.0,0.168465,0.168465,192597733.0,192597733.0,192597733.0,,192597733.0,192597733.0,70343380.0,262941113.0,216104532.0,,,,,235446400.0,-92233000.0,93479000.0,1246000.0,139069795.0,199036297.0,227816836.0,91588388.0,136228448.0,136228448.0,338106092.0,214222485.0,552328577.0,552328577.0,374516195.0,,,,-19341868.0,-28780539.0,,,,,,,,,184155000.0,,,,,,,,,,,,,,,,,,,
J,2022-12-31,30827259.228381,0.227346,208572876.0,135596064.0,135596064.0,202336442.0,10835857.0,195268439.0,344168940.0,333333083.0,-70186000.0,71461000.0,1275000.0,97567637.228381,202336442.0,324981155.0,1072054471.0,1066397911.0,0.188713,0.18971,202336442.0,202336442.0,202336442.0,,202336442.0,202336442.0,59535641.0,261872083.0,134848499.0,,,,,135596064.0,-70186000.0,71461000.0,1275000.0,197209162.0,129712716.0,164294446.0,80581718.0,83712728.0,83712728.0,326921878.0,195268439.0,522190317.0,522190317.0,332805226.0,,,,-747565.0,-34581730.0,,,,,,,,,184549000.0,,,,,,,,,,,,,,,,,,,
J,2021-12-31,12090351.274812,0.184333,212686152.0,65589555.0,65589555.0,161439706.0,14286042.0,113934548.0,278275707.0,263989665.0,-64785000.0,66066000.0,1281000.0,107940502.274812,161439706.0,186470886.0,949691007.0,927723434.0,0.170139,0.174006,161439706.0,161439706.0,161439706.0,,161439706.0,161439706.0,36483959.0,197923665.0,65589555.0,,0.0,0.0,,65589555.0,-64785000.0,66066000.0,1281000.0,197118699.0,72536338.0,122436981.0,56167740.0,66269241.0,66269241.0,269655037.0,113934548.0,383589585.0,383589585.0,262708254.0,,,,,-49900643.0,,,,,,,,,160459000.0,,,,,,,,,,,,,,,,,,,
